from_chain,from_address,from_token,from_token_symbol,from_amount,Decimals,to_chain,to_address,swap_method
arbitrum,0xc8a2D6955Df67C7357ad3cff4Aa371AB4D95AD94,0x0000000000000000000000000000000000000000,ETH,228601325084874000 ,18,bevm,0xc8a2D6955Df67C7357ad3cff4Aa371AB4D95AD94,chainxbridge
arbitrum,0xB7138348C1285259d9408a8E7ddd9d2c350Af28B,0x0000000000000000000000000000000000000000,ETH,230603380732482000 ,18,bevm,0xB7138348C1285259d9408a8E7ddd9d2c350Af28B,chainxbridge
arbitrum,0x86239675ED0a77e04289F344Af4139b5640cEFC0,0x0000000000000000000000000000000000000000,ETH,6525451839558360 ,18,bevm,0x86239675ED0a77e04289F344Af4139b5640cEFC0,chainxbridge
arbitrum,0xf34FD968d5242C2bFCCbFBCE3f1B156228F957BD,0x0000000000000000000000000000000000000000,ETH,230603147908264000 ,18,bevm,0xf34FD968d5242C2bFCCbFBCE3f1B156228F957BD,chainxbridge
arbitrum,0xd3bD7126C388FB576d27A221c5a137ba61383550,0x0000000000000000000000000000000000000000,ETH,230603097505404000 ,18,bevm,0xd3bD7126C388FB576d27A221c5a137ba61383550,chainxbridge
arbitrum,0xae4428bE861c5cE2e4c8163c8BE79B4EA5671FaB,0x0000000000000000000000000000000000000000,ETH,230603153498194000 ,18,bevm,0xae4428bE861c5cE2e4c8163c8BE79B4EA5671FaB,chainxbridge
arbitrum,0x998aFb31b259bA7f3AE1e90dd4A11d9e0249c8a5,0x0000000000000000000000000000000000000000,ETH,140525457409404000 ,18,bevm,0x998aFb31b259bA7f3AE1e90dd4A11d9e0249c8a5,chainxbridge
arbitrum,0xfb1F4cDBCBb3864a112dA98ff9596C6B1f531f95,0x0000000000000000000000000000000000000000,ETH,230603181193306000 ,18,bevm,0xfb1F4cDBCBb3864a112dA98ff9596C6B1f531f95,chainxbridge
arbitrum,0x84177865a3491127FbD6b3db13919A715C884E0f,0x0000000000000000000000000000000000000000,ETH,223696546087659000 ,18,bevm,0x84177865a3491127FbD6b3db13919A715C884E0f,chainxbridge
arbitrum,0x7B75293d1F991720702970e33B40620bcA54b765,0x0000000000000000000000000000000000000000,ETH,129525934747581000 ,18,bevm,0x7B75293d1F991720702970e33B40620bcA54b765,chainxbridge
arbitrum,0xe407405e48b924ef2634ddb816a6c7Ac0B3F168d,0x0000000000000000000000000000000000000000,ETH,230603185890929000 ,18,bevm,0xe407405e48b924ef2634ddb816a6c7Ac0B3F168d,chainxbridge
arbitrum,0x5fFc2f49a62f4FC88b6dC47B02c05D5f7044B7ed,0x0000000000000000000000000000000000000000,ETH,80525614528212900 ,18,bevm,0x5fFc2f49a62f4FC88b6dC47B02c05D5f7044B7ed,chainxbridge
arbitrum,0xEc114aF7e3F4BE7bd8e92F3EEbC239A63129F37f,0x0000000000000000000000000000000000000000,ETH,230603332483991000 ,18,bevm,0xEc114aF7e3F4BE7bd8e92F3EEbC239A63129F37f,chainxbridge
arbitrum,0x45852aa23BfeA03A0FDd7b0B493De21b7B8a3a68,0x0000000000000000000000000000000000000000,ETH,230603343887369000 ,18,bevm,0x45852aa23BfeA03A0FDd7b0B493De21b7B8a3a68,chainxbridge
arbitrum,0x795438e614c79Df3Eb46020ca0C81f204D761A4F,0x0000000000000000000000000000000000000000,ETH,230603343887369000 ,18,bevm,0x795438e614c79Df3Eb46020ca0C81f204D761A4F,chainxbridge
arbitrum,0x019909765599EbDDaf700CbAA5C957f8A3CD4cE9,0x0000000000000000000000000000000000000000,ETH,230602760545050000 ,18,bevm,0x019909765599EbDDaf700CbAA5C957f8A3CD4cE9,chainxbridge
arbitrum,0xf2bbB626C112575cE01330279B611326711c4e06,0x0000000000000000000000000000000000000000,ETH,230603147908264000 ,18,bevm,0xf2bbB626C112575cE01330279B611326711c4e06,chainxbridge
arbitrum,0x054E6628936717f0402D2642cd61c19140dDec22,0x0000000000000000000000000000000000000000,ETH,50525967973582100 ,18,bevm,0x054E6628936717f0402D2642cd61c19140dDec22,chainxbridge
optimism,0xc1aa9B51C3Ec3d20691Ca9Db90190a3D2dB38DD8,0x0000000000000000000000000000000000000000,ETH,15527508784858800 ,18,bevm,0xc1aa9B51C3Ec3d20691Ca9Db90190a3D2dB38DD8,chainxbridge
arbitrum,0x0FCc79fa36b36908b6AcbeB49643E12612B30259,0x0000000000000000000000000000000000000000,ETH,23527508784858800 ,18,bevm,0x0FCc79fa36b36908b6AcbeB49643E12612B30259,chainxbridge
arbitrum,0x442abEc0D3b0D032f015694e284bDaaE8630b57e,0x0000000000000000000000000000000000000000,ETH,230603001185156000 ,18,bevm,0x442abEc0D3b0D032f015694e284bDaaE8630b57e,chainxbridge
arbitrum,0xd2C0d8C1a2c77B546125C47bBb92F7C5e06f68c1,0x0000000000000000000000000000000000000000,ETH,230602968119171000 ,18,bevm,0xd2C0d8C1a2c77B546125C47bBb92F7C5e06f68c1,chainxbridge
arbitrum,0xAF53643bE6B29CE2945924fd94b8d701D24c5c6a,0x0000000000000000000000000000000000000000,ETH,116025955308463000 ,18,bevm,0xAF53643bE6B29CE2945924fd94b8d701D24c5c6a,chainxbridge
arbitrum,0x3112A85397D61DE58FE39e122cd89C9cc5f2b373,0x0000000000000000000000000000000000000000,ETH,230603029309581000 ,18,bevm,0x3112A85397D61DE58FE39e122cd89C9cc5f2b373,chainxbridge
arbitrum,0x8432F5682e984982FaEcA20Db4f8CBD6d82cC66d,0x0000000000000000000000000000000000000000,ETH,230603029309581000 ,18,bevm,0x8432F5682e984982FaEcA20Db4f8CBD6d82cC66d,chainxbridge
arbitrum,0xb6aF5D7c13Fbf124d52Ab6970c74dfa09154Cb2D,0x0000000000000000000000000000000000000000,ETH,230603029309581000 ,18,bevm,0xb6aF5D7c13Fbf124d52Ab6970c74dfa09154Cb2D,chainxbridge
arbitrum,0x9340b6b79e360Fafcd9aD61ad82315ccDcDdB865,0x0000000000000000000000000000000000000000,ETH,230602920625675000 ,18,bevm,0x9340b6b79e360Fafcd9aD61ad82315ccDcDdB865,chainxbridge
arbitrum,0x666981a20DCa81D47211ec7B66F2FaBf4d8B3855,0x0000000000000000000000000000000000000000,ETH,230602920625675000 ,18,bevm,0x666981a20DCa81D47211ec7B66F2FaBf4d8B3855,chainxbridge
arbitrum,0x9c14A872456259586C93d957232E882ce3DAcBbd,0x0000000000000000000000000000000000000000,ETH,2525032899140460 ,18,bevm,0x9c14A872456259586C93d957232E882ce3DAcBbd,chainxbridge
arbitrum,0x605f6A8926a049d91eA0eFd6e5506e28c67Ed897,0x0000000000000000000000000000000000000000,ETH,230602964737124000 ,18,bevm,0x605f6A8926a049d91eA0eFd6e5506e28c67Ed897,chainxbridge
arbitrum,0x7F2f1D871f7689889B7d20D942AC78327354b2Cb,0x0000000000000000000000000000000000000000,ETH,1811135329477040 ,18,bevm,0x7F2f1D871f7689889B7d20D942AC78327354b2Cb,chainxbridge
arbitrum,0x354382574d264711d2F492fd1eeCF48763205e0f,0x0000000000000000000000000000000000000000,ETH,227600259579707000 ,18,bevm,0x354382574d264711d2F492fd1eeCF48763205e0f,chainxbridge
arbitrum,0x4EDD356bB46c96BC5907BdA7962fa703257ef4E4,0x0000000000000000000000000000000000000000,ETH,230603259640939000 ,18,bevm,0x4EDD356bB46c96BC5907BdA7962fa703257ef4E4,chainxbridge
arbitrum,0xaa58b9675dD81A0A4a7dD37567623fF971Ee28F0,0x0000000000000000000000000000000000000000,ETH,230602917694826000 ,18,bevm,0xaa58b9675dD81A0A4a7dD37567623fF971Ee28F0,chainxbridge
arbitrum,0x53FF7549b045f78d973D18AfC05F1Eb1Cd3255e7,0x0000000000000000000000000000000000000000,ETH,200573580555451000 ,18,bevm,0x53FF7549b045f78d973D18AfC05F1Eb1Cd3255e7,chainxbridge
arbitrum,0xb2503FDA9782ee14e02a825d973c47B1d4864153,0x0000000000000000000000000000000000000000,ETH,4026641388763590 ,18,bevm,0xb2503FDA9782ee14e02a825d973c47B1d4864153,chainxbridge
arbitrum,0x97C337FbfcECF698DC58BFbd906D3b395107B9FF,0x0000000000000000000000000000000000000000,ETH,230603103147211000 ,18,bevm,0x97C337FbfcECF698DC58BFbd906D3b395107B9FF,chainxbridge
arbitrum,0xb302fFb49D092a7093E1b831FAea8241121ddCC3,0x0000000000000000000000000000000000000000,ETH,5525131125827810 ,18,bevm,0xb302fFb49D092a7093E1b831FAea8241121ddCC3,chainxbridge
arbitrum,0x1EA9d5c010528fDb05c6D5Ad73A5ab6958C0eC0a,0x0000000000000000000000000000000000000000,ETH,44525981898996900 ,18,bevm,0x1EA9d5c010528fDb05c6D5Ad73A5ab6958C0eC0a,chainxbridge
arbitrum,0x4C0528d5E0A60d3cd0C0885db36cE9B597059F51,0x0000000000000000000000000000000000000000,ETH,350723622930784000 ,18,bevm,0x4C0528d5E0A60d3cd0C0885db36cE9B597059F51,chainxbridge
arbitrum,0x83EA69B0Fd2aa99DB0eA86CfDE5b30FFDf5786f5,0x0000000000000000000000000000000000000000,ETH,230603195620565000 ,18,bevm,0x83EA69B0Fd2aa99DB0eA86CfDE5b30FFDf5786f5,chainxbridge
arbitrum,0xc5C1db4e253F7C7D1d2Ef4e45E1B1C1809E7aB38,0x0000000000000000000000000000000000000000,ETH,1525389923656130 ,18,bevm,0xc5C1db4e253F7C7D1d2Ef4e45E1B1C1809E7aB38,chainxbridge
arbitrum,0x6eA3B7b71b2980C8568c08A12B90679ebbdE4F95,0x0000000000000000000000000000000000000000,ETH,10525519400019100 ,18,bevm,0x6eA3B7b71b2980C8568c08A12B90679ebbdE4F95,chainxbridge
arbitrum,0xC8317d503d4a8df577b2a9E1CAB70f292C722BCD,0x0000000000000000000000000000000000000000,ETH,230603195620565000 ,18,bevm,0xC8317d503d4a8df577b2a9E1CAB70f292C722BCD,chainxbridge
arbitrum,0xf9db9Ff62718C4D5d49AEf838B8A57331b31021c,0x0000000000000000000000000000000000000000,ETH,30525389923656100 ,18,bevm,0xf9db9Ff62718C4D5d49AEf838B8A57331b31021c,chainxbridge
arbitrum,0xeAB6657De48C830835C9636632C3272B20BA3401,0x0000000000000000000000000000000000000000,ETH,230603279553336000 ,18,bevm,0xeAB6657De48C830835C9636632C3272B20BA3401,chainxbridge
arbitrum,0x7896156Bec3a0B46c74B4Bd0e39349d8e793320c,0x0000000000000000000000000000000000000000,ETH,100526288900364000 ,18,bevm,0x7896156Bec3a0B46c74B4Bd0e39349d8e793320c,chainxbridge
arbitrum,0x315BC1b70a3c93029AC6f3F59A1de1dDB64beD33,0x0000000000000000000000000000000000000000,ETH,230603279553336000 ,18,bevm,0x315BC1b70a3c93029AC6f3F59A1de1dDB64beD33,chainxbridge
arbitrum,0xc611cDD2F7D212CCb09de648A3Eb214a7Ee13442,0x0000000000000000000000000000000000000000,ETH,6686001789168900 ,18,bevm,0xc611cDD2F7D212CCb09de648A3Eb214a7Ee13442,chainxbridge
arbitrum,0x32D675912Cd5634C55A70ECAa5125Fa728344BcD,0x0000000000000000000000000000000000000000,ETH,180553291430795000 ,18,bevm,0x32D675912Cd5634C55A70ECAa5125Fa728344BcD,chainxbridge
arbitrum,0xa02969FABd2532A2964fd5146212a4189389EDf8,0x0000000000000000000000000000000000000000,ETH,9256812377806550 ,18,bevm,0xa02969FABd2532A2964fd5146212a4189389EDf8,chainxbridge
arbitrum,0x6CCE60876a35CeaeD5802B7e7A53e4Cbb7A40ae8,0x0000000000000000000000000000000000000000,ETH,8031583310704950 ,18,bevm,0x6CCE60876a35CeaeD5802B7e7A53e4Cbb7A40ae8,chainxbridge
arbitrum,0x1E8Dc4ADc08d28eB463000E934A1CE13A2e08A64,0x0000000000000000000000000000000000000000,ETH,6605802232573850 ,18,bevm,0x1E8Dc4ADc08d28eB463000E934A1CE13A2e08A64,chainxbridge
arbitrum,0x665df0FD35034329207c5A22d0e6AB8a24d8C59b,0x0000000000000000000000000000000000000000,ETH,7563265166423890 ,18,bevm,0x665df0FD35034329207c5A22d0e6AB8a24d8C59b,chainxbridge
arbitrum,0x53968d9D81e715E565ABf7814E8DeA91512475F9,0x0000000000000000000000000000000000000000,ETH,7383887080270810 ,18,bevm,0x53968d9D81e715E565ABf7814E8DeA91512475F9,chainxbridge
arbitrum,0x6d970eB165f8c2315b603ad557812FA1F9090A70,0x0000000000000000000000000000000000000000,ETH,243817781005401000 ,18,bevm,0x6d970eB165f8c2315b603ad557812FA1F9090A70,chainxbridge
arbitrum,0x8643ab64d7166f524de63A2CF8608EB540F82E6c,0x0000000000000000000000000000000000000000,ETH,701075228897061000 ,18,bevm,0x8643ab64d7166f524de63A2CF8608EB540F82E6c,chainxbridge
arbitrum,0xE0c15aB43263aeA64835Ea92B00219977D47939F,0x0000000000000000000000000000000000000000,ETH,253427489925065000 ,18,bevm,0xE0c15aB43263aeA64835Ea92B00219977D47939F,chainxbridge
arbitrum,0x88fD66Ba5dCD62f5bE51936f1b615e66287c45c4,0x0000000000000000000000000000000000000000,ETH,230602990115448000 ,18,bevm,0x88fD66Ba5dCD62f5bE51936f1b615e66287c45c4,chainxbridge
arbitrum,0x2279A29Af496c0e22f5A2D917B2210c8bffcbf45,0x0000000000000000000000000000000000000000,ETH,19525361272460100 ,18,bevm,0x2279A29Af496c0e22f5A2D917B2210c8bffcbf45,chainxbridge
arbitrum,0xeB762e97bae71B62AF6e0e0F2e0F07C0947453a3,0x0000000000000000000000000000000000000000,ETH,160533084731821000 ,18,bevm,0xeB762e97bae71B62AF6e0e0F2e0F07C0947453a3,chainxbridge
arbitrum,0x022d815026664Ebdbc2C419313b3e3C58C3C0c35,0x0000000000000000000000000000000000000000,ETH,240613431908789000 ,18,bevm,0x022d815026664Ebdbc2C419313b3e3C58C3C0c35,chainxbridge
arbitrum,0x4912EcA5cbf3001A904AD938Db57C2caa05FDF81,0x0000000000000000000000000000000000000000,ETH,20525899192149800 ,18,bevm,0x4912EcA5cbf3001A904AD938Db57C2caa05FDF81,chainxbridge
arbitrum,0x614800d14377E7e67E085B030325F5598631AFc7,0x0000000000000000000000000000000000000000,ETH,230603479305213000 ,18,bevm,0x614800d14377E7e67E085B030325F5598631AFc7,chainxbridge
arbitrum,0x89cb13aeF5D07Ce41DD7A27512949878be359C34,0x0000000000000000000000000000000000000000,ETH,230603490451803000 ,18,bevm,0x89cb13aeF5D07Ce41DD7A27512949878be359C34,chainxbridge
arbitrum,0x7BE9FA3943970762c7e52568c28a66e542483696,0x0000000000000000000000000000000000000000,ETH,60525907645910300 ,18,bevm,0x7BE9FA3943970762c7e52568c28a66e542483696,chainxbridge
arbitrum,0xa87755138Aeb20B9578fF61fB1096ffC9A6f78Be,0x0000000000000000000000000000000000000000,ETH,230603490451803000 ,18,bevm,0xa87755138Aeb20B9578fF61fB1096ffC9A6f78Be,chainxbridge
arbitrum,0x73f679Cad9be4f85e48424DeFb4f5819819229D6,0x0000000000000000000000000000000000000000,ETH,230603716612400000 ,18,bevm,0x73f679Cad9be4f85e48424DeFb4f5819819229D6,chainxbridge
arbitrum,0x60A11bDad397B24e41332E957C0b27046b552f45,0x0000000000000000000000000000000000000000,ETH,10526058919081500 ,18,bevm,0x60A11bDad397B24e41332E957C0b27046b552f45,chainxbridge
arbitrum,0xa49056e06c290eFa8d37F9eCcAcfa9DBBd8D9E4f,0x0000000000000000000000000000000000000000,ETH,6525997004437540 ,18,bevm,0xa49056e06c290eFa8d37F9eCcAcfa9DBBd8D9E4f,chainxbridge
arbitrum,0xeC1C11bf4B9218e275043D51d1E481AeD4165C03,0x0000000000000000000000000000000000000000,ETH,100525756839429000 ,18,bevm,0xeC1C11bf4B9218e275043D51d1E481AeD4165C03,chainxbridge
arbitrum,0x0F077d514ABb36A1658E69099C7E2794c0f03011,0x0000000000000000000000000000000000000000,ETH,220714414330884000 ,18,bevm,0x0F077d514ABb36A1658E69099C7E2794c0f03011,chainxbridge
arbitrum,0x5E09F62EfdE754F3164f5cb80Ec7F0f98e14f79B,0x0000000000000000000000000000000000000000,ETH,221253953337794000 ,18,bevm,0x5E09F62EfdE754F3164f5cb80Ec7F0f98e14f79B,chainxbridge
arbitrum,0xF8190E2349313055894Fb68138f84fA5debB8e6E,0x0000000000000000000000000000000000000000,ETH,230603726711884000 ,18,bevm,0xF8190E2349313055894Fb68138f84fA5debB8e6E,chainxbridge
arbitrum,0x698dA784732512eaa6cf5eA024612b89C277bD55,0x0000000000000000000000000000000000000000,ETH,230603726711884000 ,18,bevm,0x698dA784732512eaa6cf5eA024612b89C277bD55,chainxbridge
arbitrum,0x7F2F4EF1de5A8f997D4Eed2B7e32972acf4b9d13,0x0000000000000000000000000000000000000000,ETH,100525364150672000 ,18,bevm,0x7F2F4EF1de5A8f997D4Eed2B7e32972acf4b9d13,chainxbridge
arbitrum,0xdA02EE67f78F03312fB91991aBE169200716ea98,0x0000000000000000000000000000000000000000,ETH,2525599785352480 ,18,bevm,0xdA02EE67f78F03312fB91991aBE169200716ea98,chainxbridge
arbitrum,0xA5418ae01259eE1FDe78b274F889912F19396D19,0x0000000000000000000000000000000000000000,ETH,3025272241280850 ,18,bevm,0xA5418ae01259eE1FDe78b274F889912F19396D19,chainxbridge
arbitrum,0x566802671915AF8b3B687EE7ef92919cC6f136E2,0x0000000000000000000000000000000000000000,ETH,230603020523996000 ,18,bevm,0x566802671915AF8b3B687EE7ef92919cC6f136E2,chainxbridge
arbitrum,0x4b5847DeCb9060fB2E825c1707209a7bCf0c4838,0x0000000000000000000000000000000000000000,ETH,230603020523996000 ,18,bevm,0x4b5847DeCb9060fB2E825c1707209a7bCf0c4838,chainxbridge
arbitrum,0xe2232833fC2440695db346c60A4d337B92434445,0x0000000000000000000000000000000000000000,ETH,230603147178431000 ,18,bevm,0xe2232833fC2440695db346c60A4d337B92434445,chainxbridge
arbitrum,0x4cC2625Ca574283b4d015D76e2115362d5e1fbeD,0x0000000000000000000000000000000000000000,ETH,7526156469630120 ,18,bevm,0x4cC2625Ca574283b4d015D76e2115362d5e1fbeD,chainxbridge
arbitrum,0x170Ef4ae45B77A3359b705FBBFC067B483dE2E3c,0x0000000000000000000000000000000000000000,ETH,3526275844884510 ,18,bevm,0x170Ef4ae45B77A3359b705FBBFC067B483dE2E3c,chainxbridge
arbitrum,0xaC8634A3831307C33dd2b4bc66EcFB0b8A8E3B1f,0x0000000000000000000000000000000000000000,ETH,40526513954005200 ,18,bevm,0xaC8634A3831307C33dd2b4bc66EcFB0b8A8E3B1f,chainxbridge
arbitrum,0x4533Cc0F92f5bD5d962Bc1D8bc6eE56d5F48CF1C,0x0000000000000000000000000000000000000000,ETH,46526556172944400 ,18,bevm,0x4533Cc0F92f5bD5d962Bc1D8bc6eE56d5F48CF1C,chainxbridge
